Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
9,2011,69000,3,1,2,44.69318182,998,66.1,5,1.95,25
6,2007,80000,3,0,1,26.11022727,2354,142,5,3,21
5,2014,42365,3,1,1,39.98863636,1197,80,5,5.5,22
5,2013,123000,2,0,1,25.9785,2982,168.5,7,16.5,14
6,2011,40000,3,0,2,27.61568182,1796,186,5,14.5,8
4,2016,30112,2,1,1,56.6973,1248,74,5,7.79,25
3,2017,43775,2,1,1,42.9939,1248,88.76,7,8.27,25
3,2019,26013,2,0,1,26.1855,2993,255,5,97.07,3
6,2012,56000,3,1,1,30.34431818,1598,102.5,5,2.15,29
4,2008,95000,3,0,2,30.34431818,1799,130,5,3,21
1,2014,41089,2,0,1,33.3063,1995,184,5,28.79,10
6,2011,41988,2,0,1,41.4,1968,138.1,5,5.45,18
5,2013,72486,2,1,1,48.438,1248,74,5,3.95,25
9,2013,92000,2,0,1,48.231,1984,150,5,16,11
5,2013,40000,3,1,1,41.16477273,1298,85.8,5,4.25,25
2,2014,56000,2,0,1,26.289,2179,187.7,5,34.5,3
6,2008,125000,3,0,3,27.52159091,2354,177.6,5,2.6,21
3,2017,29219,2,1,1,26.8893,2494,100.6,8,13.48,14
4,2018,39927,2,1,1,25.9785,2982,168.5,7,32.1,14
3,2018,38593,3,1,1,43.9875,1199,88.7,5,6.17,21
11,2015,32000,3,1,1,39.98863636,1497,118,5,5.5,21
4,2017,28226,2,0,1,58.788,1248,73.75,5,9.15,25
9,2014,95000,2,1,1,44.7948,1461,84.8,5,4.5,24
8,2014,194000,2,1,1,26.8893,2494,100.6,8,10.5,14
1,2016,14821,3,1,1,45.63409091,1198,86.8,5,5.37,21
2,2012,52000,3,1,1,35.37818182,1598,103.6,5,5.45,23
6,2016,33000,2,1,1,33.12,2179,140,7,9.25,17
8,2016,29200,2,1,1,47.61,1498,98.96,5,7.7,19
4,2012,99754,2,1,1,36.6804,1968,108.49,5,7.99,18
8,2012,49000,3,1,1,47.89227273,1197,78.9,5,3,22
4,2005,299322,2,1,1,26.496,2494,102,8,4,14
1,2018,38310,2,1,1,42.7455,1248,88.7,5,6.69,26
5,2014,56000,2,1,1,47.403,1248,74,5,4.25,25
11,2017,31300,2,0,1,44.9604,1498,108.4,5,10.5,18
1,2019,11241,2,1,1,28.3176,2393,147.8,8,22.55,14
9,2014,48000,3,1,2,40.01215909,1591,121.3,5,5.2,22
1,2019,23882,3,1,1,40.92954545,1497,117.3,5,11.87,21
4,2014,65000,2,1,1,53.82,1498,98.6,5,6.99,21
10,2011,50000,2,1,1,42.5178,1598,103.6,5,5,23
8,2014,25000,2,0,1,25.2333,2967,236,5,44,9
8,2015,21000,3,1,1,53.49068182,796,47.3,5,2.79,25
9,2012,148000,2,1,2,43.7184,1248,88.8,5,2.9,26
5,2016,68000,3,1,1,35.96625,1591,121.3,5,9.85,22
2,2014,52000,2,0,1,24.84,2987,224,7,49,8
10,2016,19000,2,1,1,34.2585,2498,105,6,9.25,17
6,2011,74000,2,1,2,46.2024,1582,126.3,5,3.75,22
1,2017,30279,2,1,1,54.027,1498,99,5,7.29,19
6,2016,20000,2,0,1,42.849,1496,113.98,4,23.5,7
4,2013,34834,3,1,1,32.93181818,796,35,5,2.6,25
9,2015,90000,2,1,2,43.5321,1461,65,5,3.1,17
1,2016,38730,2,0,1,29.4147,2143,203,5,29.98,8
3,2016,57390,2,1,1,39.3507,1461,108.45,5,6.73,20
11,2016,100000,2,1,1,48.438,1248,74,5,3.5,25
11,2011,50000,3,1,1,38.74193182,1198,73.9,5,2.35,23
1,2017,64961,2,1,1,33.12,2179,140,7,16.13,17
1,2014,72465,3,1,1,38.74193182,1198,74,5,5.9,23
4,2012,68776,3,1,1,49.63295455,1197,85.8,5,3.9,25
9,2005,150000,3,1,1,34.57840909,1598,102.5,5,1.5,29
5,2012,68000,2,1,1,26.496,2494,102,7,6.95,14
5,2015,33000,2,1,1,53.82,1498,98.6,5,7,21
1,2017,22389,3,1,1,39.98863636,1198,73.75,5,7.23,23
6,2012,90000,2,1,1,44.505,1248,88.8,5,3.81,25
8,2012,42000,3,1,3,43.75227273,1197,85.8,5,4.5,25
9,2017,38767,2,1,1,40.7169,1582,126.2,5,12.6,22
2,2015,21000,2,0,1,24.9849,2967,241.4,7,48,9
1,2010,59136,3,1,1,46.33977273,796,46.3,5,2.96,25
11,2014,36000,2,1,1,53.406,1498,98.6,5,3.25,21
8,2011,95000,2,0,2,37.9431,1968,167.7,5,8.5,23
6,2013,51000,2,0,1,40.365,1582,126.24,5,8.75,22
3,2011,36411,3,1,1,44.45795455,998,67.1,5,3.08,25
6,2017,40000,2,0,1,26.5167,1999,148.31,7,41.5,6
9,2016,27300,3,1,1,41.87045455,1497,117.3,5,7,21
3,2011,29813,3,0,2,34.6725,1991,181.03,5,11.5,8
9,2011,71000,3,1,1,48.24511364,998,67.04,5,2.6,25
11,2014,32000,2,1,1,46.2024,1582,126.3,5,4.3,22
6,2017,19234,4,1,1,26.19003653,1373,80.46,7,8.35,25
10,2017,50510,2,0,1,35.3142,1968,141,5,24.9,23
9,2011,102000,2,0,1,31.1742,1995,177,5,13.75,10
11,2014,42277,2,1,1,49.68,1186,73.97,5,3.85,22
6,2014,46000,2,0,1,26.91,2143,201.1,5,23.25,8
8,2012,35000,2,1,1,28.152,2523,62.1,7,7,17
2,2015,50000,3,1,1,44.45795455,1197,82,5,5.75,22
6,2008,62000,3,1,2,47.89227273,1197,78.9,5,1.65,22
6,2012,78000,2,1,1,40.0131,1968,138.1,5,6.5,23
8,2011,79000,2,1,1,36.5769,1968,138.08,5,7.5,18
3,2019,6773,2,0,1,30.5325,2967,245,7,72.94,9
8,2010,135000,2,1,2,23.805,2982,171,7,11,14
3,2013,36716,3,1,1,44.45795455,1061,67,5,3.02,25
1,2013,65060,3,1,1,49.63295455,814,55.2,5,3.32,22
5,2013,33000,3,1,1,45.63409091,1198,86.8,5,3.24,21
11,2015,11110,3,1,1,53.49068182,796,47.3,5,2.35,25
10,2013,63000,2,1,1,33.0372,2523,62.1,7,5.5,17
6,2015,27030,3,1,1,41.87045455,1497,117.3,5,6.75,21
6,2015,19600,3,1,1,35.28409091,1598,103.52,5,6.15,18
9,2016,27755,3,1,1,51.75,1197,81.8,5,5.45,25
4,2013,20000,3,1,2,49.63295455,814,55.2,5,2.3,22
3,2015,24782,3,1,1,49.04488636,1197,83.14,5,6.21,25
1,2014,47303,3,0,1,45.49295455,1198,76,5,5.21,24
5,2008,71000,3,0,1,19.52386364,4134,250,7,11.99,9
9,2010,135000,2,1,1,36.846,1248,75,5,3.1,25
10,2017,1000,2,1,1,27.9243,2179,138.03,5,7.5,26
11,2016,29000,2,1,1,41.6898,1498,88.8,5,4,23
3,2016,36367,3,1,1,41.87045455,1497,117.3,5,7.73,21
2,2015,38000,3,1,1,40.92954545,1497,117.3,5,7.8,21
4,2011,83969,3,1,1,37.87159091,796,37,4,1.3,25
10,2014,82621,2,1,1,41.6898,1498,88.8,5,4.42,23
9,2009,89000,2,0,1,25.875,1991,147.9,7,4,29
11,2016,54000,2,1,1,33.12,2179,140,7,13,17
3,2015,61691,2,1,1,53.406,1498,98.6,5,5.38,21
8,2011,32200,3,1,2,39.98863636,1197,80,5,3.25,22
10,2016,68630,3,0,1,48.24511364,998,67,5,3.87,25
6,2014,61000,2,0,2,35.1072,1968,138.03,5,8.25,23
6,2018,32644,3,1,1,48.76261364,1373,91.1,5,9.28,25
5,2012,85000,2,0,1,24.4053,2179,120,7,6.25,17
6,2008,75000,3,1,2,35.89568182,1150,74.9,5,1.15,29
3,2016,40347,3,1,1,48.76261364,1373,91.2,5,7.8,25
4,2012,60788,2,1,1,47.61,1396,90,5,4.5,22
3,2018,18664,3,1,1,43.9875,1199,88.7,5,7.56,21
1,2017,57847,2,1,1,33.12,2179,140,7,16.08,17
2,2012,52237,3,1,1,39.98863636,1197,80,5,4.5,22
8,2012,128000,2,1,1,46.2024,1582,126.32,5,5,22
5,2011,54000,3,1,1,46.59852273,1086,68.05,5,2.2,22
2,2014,49800,3,0,1,54.3375,998,67.04,5,4,25
11,2012,98000,2,1,1,43.1802,1199,73.9,5,2.51,18
5,2015,60095,2,1,1,52.164,1248,74,5,4.75,25
9,2008,68000,3,1,2,37.63636364,1086,66.7,5,2,22
10,2010,81402,3,1,2,47.89227273,1197,78.9,5,2.1,22
6,2013,38000,3,0,1,38.8125,1499,110,5,6.25,19
3,2011,92239,2,0,2,23.805,2987,210,5,10.6,8
7,2017,49224,2,1,1,52.164,1248,74,5,6,25
10,2004,12000,3,1,2,37.87159091,796,37,4,0.45,25
9,2010,54898,3,1,3,37.87159091,1298,88.2,5,2.5,25
6,2018,2500,3,1,1,35.96625,1591,121.3,5,12.75,22
3,2017,32838,2,0,1,35.2935,1995,190,5,30.29,10
4,2006,27076,3,1,1,32.46136364,1299,70,5,1.6,19
3,2017,75445,2,1,1,46.989,1498,89.84,5,7.54,19
3,2015,46601,3,1,1,48.76261364,1373,91.1,5,6.84,25
11,2012,72000,2,0,1,37.9431,1968,167.7,5,6,23
9,2017,27000,2,1,1,56.511,1498,98.6,5,8,21
1,2016,68193,2,0,1,35.4177,1968,174.33,5,24.74,9
3,2017,34429,2,1,1,49.68,1120,70,5,5.5,22
5,2013,46000,2,0,1,24.84,2987,224,7,36,8
1,2013,80544,2,1,1,26.8893,2494,100.6,7,11.79,14
10,2011,42000,3,1,2,39.87102273,1498,97.7,5,3,24
2,2011,94821,2,0,2,41.4,1968,138.1,5,6.75,18
10,2006,100000,3,1,1,34.08443182,1399,92.7,5,1.4,29
6,2014,57000,2,1,1,50.094,1498,98.6,7,5.75,21
4,2010,79894,2,1,1,43.677,1248,73.9,5,3.4,25
1,2011,44748,3,1,2,38.74193182,1198,73.9,5,4.89,23
6,2013,31000,3,1,1,31.14409091,1598,102.5,5,4.95,24
1,2013,60587,3,0,2,39.94159091,998,66.1,5,3.49,25
9,2011,32000,2,1,1,48.8313,1364,67.04,5,3.85,14
9,2014,43772,3,1,1,39.98863636,1497,118,5,6.35,21
1,2017,23576,3,0,1,44.45795455,1197,82,5,7.08,22
4,2017,4000,2,0,1,28.152,1999,177,5,38,5
11,2012,62000,2,1,1,24.9435,2179,120,8,6.25,17
6,2011,36000,3,0,1,27.61568182,1796,186,5,10.15,8
5,2014,80000,3,0,1,32.22613636,1798,157.75,5,10.75,18
9,2012,137008,2,0,1,37.467,1991,147.9,4,4.65,29
5,2010,61001,2,1,1,24.9435,2179,120,8,4.75,17
1,2015,52191,3,1,1,40.22386364,1591,121.3,5,7.78,22
4,2016,77076,2,1,1,47.61,1396,90,5,6.75,22
4,2008,56000,3,0,1,38.57727273,1497,78,5,2.99,21
11,2013,21000,3,1,1,47.89227273,1197,78.9,5,2.35,22
5,2013,89429,2,1,1,53.406,1498,98.6,5,3.65,21
5,2012,45631,3,1,2,52.92613636,998,67.04,5,2.74,25
10,2013,53959,3,1,1,45.63409091,1198,86.8,5,3.5,21
3,2014,55804,3,1,1,39.98863636,1197,80,5,4.76,22
3,2016,25899,3,1,1,35.37818182,1598,103.2,5,6.2,23
9,2008,82000,2,1,2,38.709,1896,66,5,2.35,18
6,2014,52000,2,0,1,26.91,2143,204,5,24.5,8
9,2013,20000,3,1,1,31.14409091,1598,102.57,5,6,20
4,2017,31829,3,1,1,49.63295455,814,55.2,5,3.65,22
1,2016,18094,3,1,2,43.75227273,1197,85.8,5,6.26,25
10,2011,80000,2,1,2,40.365,1461,63.12,5,2.1,24
6,2015,11964,2,0,1,27.3654,2967,241.4,5,32.95,9
1,2018,22684,3,1,1,43.75227273,1197,81.83,5,7.8,22
2,2014,43521,3,1,1,45.63409091,1198,86.8,5,4.25,21
3,2014,49386,3,1,1,41.16477273,1298,85.8,5,4.86,25
5,2017,12248,3,1,1,44.45795455,1197,81.86,5,4.9,22
1,2014,67771,2,1,1,24.1776,2498,112,8,7.06,17
5,2015,60007,3,0,1,40.48261364,1798,189,4,4.5,23
1,2011,48624,3,1,1,56.61920455,998,67.1,5,3.22,25
11,2014,30000,2,1,1,45.6849,1199,73.9,5,3.25,23
5,2016,81605,3,1,1,44.45795455,1197,82,5,4.53,22
1,2017,32642,2,0,1,30.7188,2143,170,5,34.78,8
9,2014,34200,3,0,1,37.02477273,1591,121.3,5,6.5,22
8,2010,72204,3,1,1,36.93068182,1172,67,5,2.25,27
9,2011,156347,2,1,2,26.8893,2494,100,8,8,14
3,2017,47357,2,0,1,38.2743,1493,100,7,8.37,17
1,2015,61738,2,1,1,41.6898,1498,88.8,5,5.39,23
3,2018,32586,2,0,1,46.5336,1995,190,5,37.3,10
1,2018,40129,2,0,1,23.9499,2987,254.79,5,70.8,8
6,2012,51000,2,0,1,24.3018,2987,254.8,5,22.25,8
3,2018,10393,3,1,1,44.45795455,1197,81.86,5,6.03,22
6,2011,46000,3,0,1,32.22613636,1798,157.75,5,4.9,18
8,2013,21000,3,0,1,39.87102273,1197,78.9,5,3.96,22
4,2011,113562,2,1,1,47.61,1396,90,5,4.6,22
6,2011,100010,2,1,2,24.9435,2179,120,8,5.5,17
6,2013,63107,3,1,1,45.63409091,1198,86.8,5,3.25,21
10,2017,58500,3,1,1,43.75227273,1197,81.83,5,6.25,22
9,2007,90000,2,1,4,22.563,2499,143,7,3,19
8,2011,108242,2,1,1,34.776,1493,110,5,4.25,22
9,2011,146300,2,1,1,23.805,2982,171,7,12.25,14
9,2011,62943,2,0,2,35.2935,1995,184,5,10.95,10
5,2013,65000,2,0,1,25.9785,2982,168.5,7,16.5,14
9,2018,1700,3,0,1,44.69318182,1199,88.76,5,7.8,21
3,2013,34697,3,1,1,46.59852273,1086,68.05,5,3.7,22
4,2012,58000,3,1,1,39.98863636,1197,80,5,4,22
6,2015,32500,2,0,1,40.5513,1995,187.74,5,26.75,10
1,2016,58661,2,0,1,31.4019,1968,181,5,28.03,9
3,2017,37124,3,1,1,47.98636364,1197,81.8,5,5.44,25
5,2017,44000,3,0,1,50.33863636,1197,83.1,5,6.2,25
11,2005,45200,3,1,1,31.05,1495,94,5,0.9,22
6,2016,11000,3,1,1,43.51704545,1197,85.8,5,3.95,25
9,2011,65000,3,1,2,61.15909091,624,35,4,0.44,26
7,2012,55005,2,1,1,41.4,1399,68,5,2.75,19
4,2011,81650,2,0,1,37.9431,1968,167.7,5,7.5,23
8,2010,160000,2,1,2,39.33,1248,93,5,2.5,27
4,2015,169000,2,1,1,30.9465,2489,93.7,7,5,17
4,2013,67263,3,1,1,44.45795455,998,67.1,5,3.6,25
3,2012,44223,3,1,1,41.4,1496,88.7,5,3.99,14
1,2015,36840,3,1,1,44.45795455,1197,82,5,5.64,22
9,2014,160000,2,1,1,26.8893,2494,100,8,12,14
11,2008,133000,2,1,1,34.776,1405,62,5,0.7,26
6,2015,69123,2,0,1,39.0816,1995,184,5,19,10
5,2017,38000,2,0,1,22.5837,3198,197,7,30.48,19
6,2017,5500,3,1,1,50.715,1462,103.25,5,8.2,25
11,2015,1001,2,1,1,53.4681,1498,99,5,7.55,19
9,2007,59000,3,1,3,35.89568182,1150,74.9,5,0.99,29
5,2011,78256,3,0,1,39.51818182,1497,118,5,4.15,21
8,2016,90000,3,1,1,39.87102273,1498,97.6,5,6.2,24
11,2016,18000,3,1,1,44.92840909,1197,85.8,5,4.4,25
11,2012,60000,2,1,1,41.4,1399,68,5,2.1,19
10,2011,130000,2,1,1,42.021,1248,75,5,2.2,27
1,2018,32851,3,1,1,43.75227273,1197,81.86,5,8.34,22
11,2014,32000,2,1,1,48.438,1248,74,5,4.35,25
4,2014,62700,2,1,1,46.989,1498,89.84,5,6.8,19
10,2010,71000,2,1,1,39.951,1248,73.9,5,3.3,25
3,2016,19947,3,1,1,44.45795455,1197,82,5,5.04,22
4,2012,91000,2,0,1,23.598,2953,153.86,7,9.2,19
4,2014,74000,2,1,1,45.6849,1199,73.9,5,5.7,23
3,2018,55594,2,1,1,38.2743,1493,100,7,8.48,17
4,2013,58000,2,0,1,23.184,2993,306,4,48,10
4,2012,110224,2,1,1,39.3507,1461,108.45,5,6.1,20
7,2010,21002,3,1,1,52.92613636,998,67.04,5,2.75,25
9,2017,121000,2,1,1,50.7564,1248,88.5,7,8,25
10,2010,73513,3,1,1,46.33977273,796,46.3,5,1.85,25
10,2015,34000,3,0,1,48.24511364,998,67,5,3.85,25
1,2017,28371,3,1,1,35.51931818,1196,73,7,4.74,25
3,2013,74755,2,1,1,40.572,1461,108.45,5,5.63,20
3,2011,25805,3,1,1,42.81136364,1061,64,5,2.62,25
3,2015,82603,3,1,1,30.72068182,1598,102.53,5,4.9,20
8,2006,110000,3,1,1,31.75568182,1799,130,5,2.65,21
5,2012,88000,2,1,1,33.12,2179,140,7,5.99,17
8,2011,110000,2,1,2,43.47,1461,64.1,5,2.4,17
5,2017,15000,3,1,1,51.04431818,999,67,5,4.25,20
6,2013,70000,2,0,1,31.3605,2967,240,5,40,4
9,2008,150000,2,1,2,58.788,1248,74,5,2.7,25
4,2016,19000,3,1,1,48.52738636,1198,67,5,2.99,28
8,2011,37442,3,1,1,43.51704545,1197,80,5,3.4,22
1,2016,63111,2,0,2,37.5084,1995,190,5,30.8,10
6,2012,88000,2,1,1,42.9939,1248,88.8,7,5.85,25
10,2014,42355,3,1,1,44.45795455,1197,82,5,4,22
1,2011,75871,3,0,1,22.18193182,2996,254,5,14.12,10
6,2011,65000,2,1,1,37.053,1998,163.7,5,4.55,29
9,2015,69000,2,0,1,31.5882,2987,165,5,38,8
10,2011,79232,2,1,1,43.677,1248,73.9,5,2.9,25
9,2007,220000,3,0,2,27.61568182,1796,186,5,6,8
3,2016,28470,3,1,1,43.75227273,1197,81.83,5,6.95,22
11,2014,9759,3,1,1,47.75113636,998,68.05,5,2.75,22
9,2014,75216,2,1,1,47.403,1248,74,5,5.1,25
8,2017,8000,3,1,1,43.75227273,1197,81.83,5,6.75,22
6,2014,59451,3,1,1,43.51704545,1197,85.8,5,3.69,25
4,2013,53996,2,1,1,47.403,1248,74,5,5.45,25
3,2018,15135,3,1,1,41.16477273,1199,88.7,5,9.29,21
8,2015,53000,3,0,2,39.75340909,1197,81.86,5,4,22
11,2013,40000,3,1,1,42.34090909,1198,86.7,5,2.9,21
9,2013,21107,3,1,1,40.22386364,1591,121.3,5,5.25,22
6,2014,56000,3,1,1,39.51818182,1497,116.3,5,5.75,21
1,2017,19623,3,1,1,35.96625,1591,121.3,5,13.12,22
3,2014,70963,2,1,1,31.257,2179,140,7,7.83,17
6,2013,25755,4,1,1,39.80885552,998,58.16,5,3.15,25
6,2013,51450,2,1,1,26.496,2494,102,7,10.4,14
9,2012,75000,2,1,1,47.403,1248,74,5,4.35,25
1,2017,37832,3,0,1,52.92613636,998,67,5,5.23,25
1,2016,43041,3,1,1,44.45795455,1197,81.86,5,6.01,22
4,2014,97236,2,1,1,53.406,1498,98.6,5,4.4,21
8,2010,83000,2,0,1,33.2649,1995,181,5,12.75,10
5,2011,65000,3,1,1,36.69545455,1196,70,5,2.4,19
3,2018,46007,3,1,1,39.98863636,1198,73.75,5,5.71,23
3,2015,65925,2,1,2,46.989,1498,89.84,5,5.49,19
9,2004,73500,3,1,2,30.57954545,1343,90,5,1.3,21
11,2014,55000,2,1,1,33.12,2179,140,7,8.5,17
5,2012,115000,2,1,1,26.91,2982,168.5,7,12.99,14
11,2017,31184,3,1,1,44.45795455,1197,81.86,5,5,22
9,2017,41747,2,0,1,58.788,1248,73.75,5,9,25
3,2016,38143,2,1,1,47.403,1248,74,5,5.22,25
9,2012,19030,3,1,1,38.74193182,1198,73.9,5,3.8,23
1,2019,20877,3,1,1,42.71727273,1197,78.9,5,7.27,14
6,2016,23555,3,1,1,51.75,1197,81.8,5,5.1,25
2,2013,29000,2,0,1,29.4147,2143,203,5,29,8
9,2013,61000,3,1,1,44.45795455,998,67.1,5,2.9,25
3,2012,4187,3,1,1,61.15909091,624,35,4,1.38,26
2,2011,46000,3,1,1,31.52045455,1798,157.8,5,5.5,18
6,2016,28000,3,0,1,40.48261364,1197,103.5,5,7.25,23
1,2014,83558,2,1,1,46.2024,1582,126.32,5,6.98,22
4,2017,40000,2,1,1,47.5065,1248,74,5,5.25,26
11,2013,36000,3,1,1,49.63295455,814,55.2,5,1.95,22
2,2014,21000,2,0,1,35.4177,1968,174.33,5,24.5,9
3,2013,62162,2,1,1,26.8893,2494,100,7,8.31,14
4,2012,83000,2,0,1,24.3018,2987,254.8,5,36,8
9,2015,58000,2,1,1,50.508,1120,71,5,5.5,22
3,2011,62332,3,0,1,27.52159091,2354,177.6,5,5.89,21
3,2016,50867,2,1,1,42.1038,1498,103.2,5,7.95,23
6,2010,73000,3,1,1,39.98863636,1197,80,5,2.75,22
10,2012,98008,2,1,1,46.989,1582,126.24,5,6.25,22
4,2015,36000,2,1,1,41.4,1399,68.05,5,4.95,19
3,2019,27339,3,1,1,43.75227273,1197,81.83,5,6.27,22
11,2017,25000,2,1,1,49.473,1582,126.2,5,8.65,22
11,2014,37000,3,1,1,44.45795455,1197,82,5,3.5,22
4,2015,56000,2,0,1,29.3112,1968,174.3,5,35,9
11,2015,27000,3,1,1,41.16477273,1298,85.8,5,4.45,25
11,2012,37000,3,1,1,43.51704545,1197,80,5,2.65,22
11,2017,10500,2,1,1,52.4124,1198,77,5,4.7,17
7,2014,49000,2,0,1,37.7361,1582,126.2,5,8.9,22
6,2017,7000,2,1,1,35.397,1956,170,5,17.45,12
1,2017,71256,2,1,1,50.301,1248,88.5,5,9.58,25
3,2012,83184,3,1,1,33.59045455,1798,138.03,5,6.22,14
11,2013,87284,2,1,1,31.257,2179,140,7,7.8,17
6,2016,7000,2,0,1,42.8076,1995,190,5,27.75,10
9,2015,29000,2,1,2,46.6578,1396,88.73,5,7,22
1,2017,33552,2,0,1,23.9499,2987,254.79,5,64.87,8
2,2013,64000,2,1,2,35.811,1998,163.7,5,6.5,29
10,2011,82000,3,1,2,43.51704545,1197,80,5,2.7,22
6,2012,70000,3,1,2,45.63409091,1198,86.8,5,2.5,21
4,2013,166194,2,1,1,39.951,1461,84.8,7,3.9,24
5,2015,58000,3,1,1,38.74193182,1198,73.9,5,3.95,23
8,2010,77000,3,1,2,47.89227273,1197,78.9,5,2.1,22
9,2009,73204,2,0,3,37.467,1991,147.9,4,3.5,29
4,2007,70000,3,1,2,46.59852273,1086,68.05,5,2,22
5,2014,79870,2,1,1,42.9939,1248,88.76,7,5.35,25
5,2013,90000,2,1,1,53.406,1498,98.6,5,3.8,21
6,2016,17000,3,0,1,36.46022727,1595,122,5,17.25,8
3,2018,46493,3,1,1,44.45795455,1197,81.86,5,5.53,22
9,2009,68000,3,1,3,47.89227273,1197,78.9,5,1.95,22
4,2017,2000,2,1,1,58.788,1248,74,5,8.2,25
9,1999,140000,3,1,1,30.57954545,1343,90,5,0.9,21
9,2013,255000,2,1,3,26.8893,2494,100.6,7,6.5,14
1,2014,45535,2,0,1,49.266,1998,112,5,19.41,7
1,2016,39228,3,1,1,36.93068182,1368,112.4,5,6.58,27
6,2011,57000,3,1,2,34.08443182,1399,92.7,5,2.1,29
8,2008,85445,3,1,2,46.59852273,1086,68.05,5,2,22
5,2015,54000,2,1,1,50.508,1120,71,5,3.7,22
6,2014,53000,3,0,1,54.3375,998,67.04,5,3.8,25
10,2014,60000,3,1,1,47.89227273,1197,78.9,5,3.25,22
1,2015,65668,2,1,1,41.1309,1461,83.8,5,5.53,20
7,2011,100000,2,0,2,46.9683,1995,190,5,10.9,10
11,2018,1800,3,1,1,44.45795455,1197,82,5,5.1,22
4,2007,96000,3,1,2,47.04545455,999,63,5,2.2,22
9,2009,44200,3,1,2,42.34090909,995,62,5,1.6,29
7,2018,14000,3,1,1,40.92954545,1497,117.3,5,11.25,21
8,2013,720000,2,1,1,42.5178,1598,103.6,5,5.9,23
5,2012,73000,2,0,1,23.805,2982,169,7,14.4,14
5,2011,68000,3,1,1,39.98863636,1497,118,5,3.6,21
10,2017,19543,2,0,1,37.5084,1995,190,5,40.5,10
2,2014,38000,2,0,2,29.3112,1968,174.3,5,38.95,9
5,2014,32805,2,1,1,48.024,1248,73.94,5,3.6,25
3,2016,44782,2,0,1,43.9047,1498,103.2,5,7.12,23
3,2016,55700,2,1,1,53.82,1498,98.6,5,7.52,21
5,2012,60000,2,0,2,31.464,1968,140.8,5,10.35,9
4,2014,56000,3,1,1,35.28409091,1598,103.52,5,7,18
5,2011,60000,2,1,1,23.805,2982,171,7,10.85,14
6,2010,78563,2,1,1,34.1964,1991,123.7,5,2.35,29
6,2014,34669,3,1,1,35.51931818,1196,73,7,2.9,25
5,2017,17000,3,1,1,48.76261364,1373,91.1,5,7.65,25
5,2016,66000,2,1,1,58.1463,1248,88.5,5,6.4,25
9,2014,102418,2,1,1,26.8893,2494,100.6,7,10.1,14
11,2014,48800,3,1,1,44.92840909,1197,85.8,5,4.25,25
3,2019,10601,2,0,1,23.5152,2755,171.5,7,19.65,14
9,2017,8200,2,1,1,51.75,1396,69,5,4.4,26
10,2012,100000,3,1,1,43.51704545,1197,82.85,5,3.25,22
9,2012,78000,2,1,1,36.846,1399,68,5,2.8,19
11,2015,50000,2,1,1,37.674,1248,73.74,8,4.3,29
8,2006,89327,2,1,3,36.846,1399,68,5,1.55,19
8,2007,98000,3,1,2,25.40454545,2354,152,5,4.7,21
3,2017,24700,3,1,1,43.9875,1199,88.7,5,7.07,21
5,2018,6000,2,0,1,22.77,2987,258,7,79,8
5,2018,9434,3,1,1,44.45795455,1197,81.86,5,5.75,22
6,2012,29000,3,1,1,43.51704545,1197,85.8,5,3.25,25
1,2017,22440,2,0,1,45.54,1498,108.495,5,8.89,23
6,2015,73070,3,1,1,40.92954545,1497,117.3,5,5.9,21
11,2016,21771,3,1,1,43.9875,1199,88.7,5,4.95,21
5,2014,62000,2,1,1,36.846,1248,75,5,3.75,25
3,2017,37024,2,0,1,35.2107,1582,126.2,5,10.97,22
3,2014,60336,2,0,2,29.808,2967,241.4,5,24.94,9
11,2014,26008,3,1,1,49.63295455,814,55.2,5,1.97,22
10,2010,90000,2,1,2,41.4,1399,68,5,1.4,19
1,2018,35569,3,1,1,39.98863636,1198,73.75,5,7.27,23
11,2013,40000,2,1,1,44.7948,1461,84.8,5,4,20
11,2015,45000,3,1,1,43.9875,1199,88.7,5,4.75,21
5,2015,42000,3,1,1,39.98863636,1197,80,5,5.1,22
1,2012,46913,2,0,1,30.9258,2967,241.4,5,16.11,9
5,2014,62000,2,0,1,23.1426,2696,184,7,10.55,17
7,2017,15000,2,0,1,26.703,2755,174.5,7,30,14
11,2002,69000,2,1,1,38.709,1896,66,5,1.6,18
4,2012,41367,2,0,1,32.706,2148,170,5,18.49,8
3,2018,15982,3,1,1,48.76261364,1373,91.1,5,9.96,25
4,2013,99595,2,1,2,47.403,1248,74,5,4.75,25
2,2002,63000,2,1,3,27.117,2446,75,10,3.65,14
5,2012,49000,2,0,2,34.6311,2495,218,5,15.5,10
3,2013,48272,2,1,1,21.735,2835,116.9,6,11.82,15
5,2008,63000,3,1,1,31.52045455,1794,125,5,2.05,14
7,2016,77000,4,1,1,39.80885552,998,58.16,5,3.3,25
6,2013,11734,3,1,1,39.51818182,796,34.2,8,2.25,25
3,2014,62012,2,0,1,36.5976,1968,174.33,5,20.12,9
8,2017,46000,4,1,1,37.41433789,1197,81.86,5,4.95,22
1,2016,45449,2,1,1,56.511,1498,98.6,5,7.48,21
6,2004,85000,3,0,2,24.69886364,1796,157.7,5,5.5,8
10,2005,88000,3,1,2,30.57954545,1493,100,5,1.7,21
3,2013,45330,2,0,1,34.2585,1968,147.51,5,13.19,9
